word	pos	msd
leva	VB	VB.INF.AKT
laglöst	AB	AB.POS
måste	VB	VB.PRS.AKT
du	PN	PN.UTR.SIN.DEF.SUB
vara	VB	VB.INF.AKT
ärlig	JJ	JJ.POS.UTR.SIN.IND.NOM
)	PAD	PAD
.	MAD	MAD

# paragraph 
# sentence 57d79ec8
Dylan	PM	PM.NOM
framförde	VB	VB.PRT.AKT
låten	NN	NN.UTR.SIN.DEF.NOM
på	PP	PP
scen	NN	NN.UTR.SIN.IND.NOM
första	RO	RO.NOM
gången	NN	NN.UTR.SIN.DEF.NOM
1988	RG	RG.NOM
.	MAD	MAD

# sentence 57d989fe
Låten	NN	NN.UTR.SIN.DEF.NOM
har	VB	VB.PRS.AKT
spelats	VB	VB.SUP.SFO
in	PL	PL
av	PP	PP
artister	NN	NN.UTR.PLU.IND.NOM
som	KN	KN
The	PM	PM.NOM
Flamin	PM	PM.NOM
'	PAD	PAD
Groovies	PM	PM.NOM
(	PAD	PAD
albumet	NN	NN.NEU.SIN.DEF.NOM
Jumpin	PM	PM.NOM
'	PAD	PAD
in	PM	PM.NOM
the	PM	PM.NOM
Night	PM	PM.NOM
1979	RG	RG.NOM
)	PAD	PAD
,	MID	MID
The	PM	PM.NOM
Everly	PM	PM.NOM
Brothers	PM	PM.NOM
(	PAD	PAD
1986	RG	RG.NOM
)	PAD	PAD
,	MID	MID
Jason	PM	PM.NOM
&	KN	KN.AN
the	PM	PM.NOM
Scorchers	PM	PM.NOM
(	PAD	PAD
albumet	NN	NN.NEU.SIN.DEF.NOM
Lost	PM	PM.NOM
and	PM	PM.NOM
found	PM	PM.NOM
,	MID	MID
1985	RG	RG.NOM
)	PAD	PAD
och	KN	KN
Ola	PM	PM.NOM
Magnell	PM	PM.NOM
(	PAD	PAD
albumet	NN	NN.NEU.SIN.DEF.NOM
Gaia	PM	PM.NOM
med	PP	PP
svensk	JJ	JJ.POS.UTR.SIN.IND.NOM
text	NN	NN.UTR.SIN.IND.NOM
under	PP	PP
titeln	NN	NN.UTR.SIN.DEF.NOM
"	PAD	PAD
Isa	PM	PM.NOM
Bell	PM	PM.NOM
"	PAD	PAD
)	PAD	PAD
.	MAD	MAD

# sentence 57df65a8
George	PM	PM.NOM
Harrison	PM	PM.NOM
framförde	VB	VB.PRT.AKT
den	PN	PN.UTR.SIN.DEF.SUB+OBJ
på	PP	PP
The	PM	PM.NOM
30th	PM	PM.NOM
Anniversary	PM	PM.NOM
Concert	PM	PM.NOM
Celebration	PM	PM.NOM
då	HA	HA
Dylan	PM	PM.NOM
firade	VB	VB.PRT.AKT
30	RG	RG.NOM
år	NN	NN.NEU.PLU.IND.NOM
som	KN	KN
artist	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# text 
# paragraph 
# sentence 57de715f
Acetylperoxid	NN	NN.UTR.SIN.IND.NOM

# paragraph 
# sentence 57d3fc30
Acetylperoxid	NN	NN.UTR.SIN.IND.NOM
(	PAD	PAD
även	AB	AB
Acetoson	PM	PM.NOM
)	PAD	PAD
,	MID	MID
C4H6O4	PM	PM.NOM
,	MID	MID
är	VB	VB.PRS.AKT
en	DT	DT.UTR.SIN.IND
organisk	JJ	JJ.POS.UTR.SIN.IND.NOM
peroxid	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# sentence 57d25b7a
Det	PN	PN.NEU.SIN.DEF.SUB+OBJ
är	VB	VB.PRS.AKT
ett	DT	DT.NEU.SIN.IND
vitt	JJ	JJ.POS.NEU.SIN.IND.NOM
bladkristalliniskt	JJ	JJ.POS.NEU.SIN.IND.NOM
pulver	NN	NN.NEU.SIN.IND.NOM
som	HP	HP.-.-.-
användes	VB	VB.PRT.SFO
som	KN	KN
desinfektionsmedel	NN	NN.NEU.SIN.IND.NOM
,	MID	MID
på	PP	PP
grund	NN	NN.UTR.SIN.IND.NOM
av	PP	PP
att	SN	SN
det	PN	PN.NEU.SIN.DEF.SUB+OBJ
lätt	AB	AB.POS
sönderdelas	VB	VB.PRS.SFO
under	PP	PP
syreutvecklling	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57d063c8
Acetylperoxid	NN	NN.UTR.SIN.IND.NOM
är	VB	VB.PRS.AKT
ett	DT	DT.NEU.SIN.IND
kraftigt	JJ	JJ.POS.NEU.SIN.IND.NOM
oxidationsmedel	NN	NN.NEU.SIN.IND.NOM
som	HP	HP.-.-.-
är	VB	VB.PRS.AKT
starkt	AB	AB.POS
irriterande	PC	PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM
för	PP	PP
ögonen	NN	NN.NEU.PLU.DEF.NOM
och	KN	KN
kan	VB	VB.PRS.AKT
orsaka	VB	VB.INF.AKT
antändning	NN	NN.UTR.SIN.IND.NOM
av	PP	PP
brännbart	JJ	JJ.POS.NEU.SIN.IND.NOM
material	NN	NN.NEU.SIN.IND.NOM
.	MAD	MAD

# sentence 57dea372
Vid	PP	PP
stöt	NN	NN.UTR.SIN.IND.NOM
eller	KN	KN
upphettning	NN	NN.UTR.SIN.IND.NOM
sägs	VB	VB.PRS.SFO
ämnet	NN	NN.NEU.SIN.DEF.NOM
kunna	VB	VB.INF.AKT
explodera	VB	VB.INF.AKT
och	KN	KN
uppges	VB	VB.INF.SFO
även	AB	AB
kunna	VB	VB.INF.AKT
explodera	VB	VB.INF.AKT
spontant	AB	AB.POS
under	PP	PP
lagring	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# text 
# paragraph 
# sentence 57d6de42
Adam	PM	PM.NOM
Marttinen	PM	PM.NOM

# paragraph 
# sentence 57d35fb3
Adam	PM	PM.NOM
Erik	PM	PM.NOM
Marttinen	PM	PM.NOM
,	MID	MID
född	PC	PC.PRF.UTR.SIN.IND.NOM
19	RG	RG.NOM
oktober	NN	NN.UTR.SIN.IND.NOM
1983	RG	RG.NOM
i	PP	PP
Eskilstuna	PM	PM.NOM
Klosters	PM	PM.GEN
församling	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
Södermanlands	PM	PM.GEN
län	NN	NN.NEU.SIN.IND.NOM
,	MID	MID
är	VB	VB.PRS.AKT
en	DT	DT.UTR.SIN.IND
svensk	JJ	JJ.POS.UTR.SIN.IND.NOM
politiker	NN	NN.UTR.SIN.IND.NOM
(	PAD	PAD
sverigedemokrat	NN	NN.UTR.SIN.IND.NOM
)	PAD	PAD
.	MAD	MAD

# sentence 57da245f
Han	PN	PN.UTR.SIN.DEF.SUB
är	VB	VB.PRS.AKT
ordinarie	JJ	JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM
riksdagsledamot	NN	NN.UTR.SIN.IND.NOM
sedan	PP	PP
2014	RG	RG.NOM
,	MID	MID
invald	PC	PC.PRF.UTR.SIN.IND.NOM
för	PP	PP
Södermanlands	PM	PM.GEN
läns	NN	NN.NEU.SIN.IND.GEN
valkrets	NN	NN.UTR.SIN.IND.NOM
sedan	PP	PP
2018	RG	RG.NOM
(	PAD	PAD
dessförinnan	AB	AB
Stockholms	PM	PM.GEN
kommuns	NN	NN.UTR.SIN.IND.GEN
valkrets	NN	NN.UTR.SIN.IND.NOM
2014	RG	RG.NOM
–	MID	MID
2018	RG	RG.NOM
)	PAD	PAD
.	MAD	MAD

# sentence 57d72080
Marttinen	NN	NN.UTR.SIN.DEF.NOM
var	VB	VB.PRT.AKT
tjänstgörande	PC	PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM
ersättare	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
riksdagen	NN	NN.UTR.SIN.DEF.NOM
maj	NN	NN.UTR.SIN.IND.NOM
–	PP	PP
augusti	NN	NN.UTR.SIN.IND.NOM
2013	RG	RG.NOM
för	PP	PP
Västmanlands	PM	PM.GEN
läns	NN	NN.NEU.SIN.IND.GEN
valkrets	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57de4b55
I	PP	PP
riksdagen	NN	NN.UTR.SIN.DEF.NOM
är	VB	VB.PRS.AKT
han	PN	PN.UTR.SIN.DEF.SUB
ledamot	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
justitieutskottet	NN	NN.NEU.SIN.DEF.NOM
sedan	PP	PP
2014	RG	RG.NOM
.	MAD	MAD

# sentence 57dcf83e
Han	PN	PN.UTR.SIN.DEF.SUB
är	VB	VB.PRS.AKT
sedan	PP	PP
2014	RG	RG.NOM
Sverigedemokraternas	NN	NN.UTR.PLU.DEF.GEN
rättspolitiska	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
talesperson	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57df1d53
Marttinen	NN	NN.UTR.SIN.DEF.NOM
är	VB	VB.PRS.AKT
ledamot	NN	NN.UTR.SIN.IND.NOM
av	PP	PP
kommunfullmäktige	NN	NN.UTR.PLU.DEF.NOM
i	PP	PP
Eskilstuna	PM	PM.GEN
kommun	NN	NN.UTR.SIN.IND.NOM
och	KN	KN
han	PN	PN.UTR.SIN.DEF.SUB
är	VB	VB.PRS.AKT
Sverigedemokraternas	NN	NN.UTR.PLU.DEF.GEN
gruppledare	NN	NN.UTR.PLU.IND.NOM
i	PP	PP
kommunfullmäktige	NN	NN.UTR.PLU.DEF.NOM
.	MAD	MAD

# sentence 57d8660c
Adam	PM	PM.NOM
Marttinen	PM	PM.NOM
är	VB	VB.PRS.AKT
också	AB	AB
nämndeman	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
Eskilstuna	PM	PM.GEN
tingsrätt	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# sentence 57d07356
Marttinen	NN	NN.UTR.SIN.DEF.NOM
är	VB	VB.PRS.AKT
gruppledare	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
landstingsfullmäktige	NN	NN.UTR.PLU.DEF.NOM
i	PP	PP
Landstinget	NN	NN.NEU.SIN.DEF.NOM
Sörmland	PM	PM.NOM
.	MAD	MAD

# text 
# paragraph 
# sentence 57d0caea
Adams-Stokes	PM	PM.GEN
syndrom	NN	NN.UTR.SIN.IND.NOM

# paragraph 
# sentence 57df5b9e
Adams-Stokes	PM	PM.GEN
syndrom	NN	NN.UTR.SIN.IND.NOM
,	MID	MID
medvetslöshet	NN	NN.UTR.SIN.IND.NOM
som	HP	HP.-.-.-
uppträder	VB	VB.PRS.AKT
anfallsvis	NN	NN.NEU.SIN.IND.NOM
hos	PP	PP
hjärtsjuka	NN	NN.UTR.SIN.IND.NOM
med	PP	PP
förlångsammad	PC	PC.PRF.UTR.SIN.IND.NOM
hjärtverksamhet	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# sentence 57dafe04
Medvetslösheten	NN	NN.UTR.SIN.DEF.NOM
inträder	VB	VB.PRS.AKT
om	SN	SN
tidsavståndet	NN	NN.NEU.SIN.DEF.NOM
mellan	PP	PP
två	RG	RG.NOM
hjärtslag	NN	NN.NEU.PLU.IND.NOM
blir	VB	VB.PRS.AKT
alltför	AB	AB
långt	AB	AB.POS
så	AB	AB
att	SN	SN
hjärnan	NN	NN.UTR.SIN.DEF.NOM
inte	AB	AB
får	VB	VB.PRS.AKT
den	DT	DT.UTR.SIN.DEF
nödvändiga	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
syretillförseln	NN	NN.UTR.SIN.DEF.NOM
.	MAD	MAD

# sentence 57d3d5c4
Se	VB	VB.IMP.AKT
även	AB	AB
eget	JJ	JJ.POS.NEU.SIN.IND+DEF.NOM
avsnitt	NN	NN.NEU.SIN.IND.NOM
i	PP	PP
artikeln	NN	NN.UTR.SIN.DEF.NOM
om	PP	PP
arytmier	NN	NN.UTR.PLU.IND.NOM
.	MAD	MAD

# text 
# paragraph 
# sentence 57d00680
Adolf	PM	PM.NOM
Jülicher	PM	PM.NOM

# paragraph 
# sentence 57d63d6d
Gustav	PM	PM.NOM
Adolf	PM	PM.NOM
Jülicher	PM	PM.NOM
,	MID	MID
född	PC	PC.PRF.UTR.SIN.IND.NOM
26	RG	RG.NOM
januari	NN	NN.UTR.SIN.IND.NOM
1857	RG	RG.NOM
,	MID	MID
död	NN	NN.UTR.SIN.IND.NOM
2	RG	RG.NOM
augusti	NN	NN.UTR.SIN.IND.NOM
1938	RG	RG.NOM
,	MID	MID
var	VB	VB.PRT.AKT
en	DT	DT.UTR.SIN.IND
tysk	JJ	JJ.POS.UTR.SIN.IND.NOM
teolog	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57db49d5
Jülicher	PM	PM.NOM
blev	VB	VB.PRT.AKT
professor	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
kyrkohistoria	NN	NN.UTR.SIN.IND.NOM
och	KN	KN
Nya	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
Testamentets	NN	NN.NEU.SIN.DEF.GEN
exegetik	NN	NN.UTR.SIN.IND.NOM
i	PP	PP
Marburg	PM	PM.NOM
1889	RG	RG.NOM
.	MAD	MAD

# sentence 57ddc4d3
Jülichers	PM	PM.GEN
författarskap	NN	NN.NEU.SIN.IND.NOM
behandlar	VB	VB.PRS.AKT
såväl	KN	KN
det	DT	DT.NEU.SIN.DEF
kyrkohistoriska	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
som	KN	KN
den	DT	DT.UTR.SIN.DEF
nytestamentliga	JJ	JJ.POS.UTR+NEU.SIN.DEF.NOM
exegetikens	NN	NN.UTR.SIN.DEF.GEN
område	NN	NN.NEU.SIN.IND.NOM
.	MAD	MAD

# sentence 57d8cc7a
Som	KN	KN
exeget	NN	NN.NEU.SIN.DEF.NOM
företrädde	VB	VB.PRT.AKT
han	PN	PN.UTR.SIN.DEF.SUB
en	DT	DT.UTR.SIN.IND
måttfull	JJ	JJ.POS.UTR.SIN.IND.NOM
historisk-kritisk	JJ	JJ.POS.UTR.SIN.IND.NOM
inställning	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# sentence 57dafda2
Bland	PP	PP
Jülichers	PM	PM.GEN
skrifter	NN	NN.UTR.PLU.IND.NOM
märks	VB	VB.PRS.SFO
Einleitung	PM	PM.NOM
in	PM	PM.NOM
das	PM	PM.NOM
Neue	PM	PM.NOM
Testament	PM	PM.NOM
(	PAD	PAD
1894	RG	RG.NOM
,	MID	MID
7:e	RO	RO.NOM
upplagan	NN	NN.UTR.SIN.DEF.NOM
1931	RG	RG.NOM
)	PAD	PAD
.	MAD	MAD

# text 
# paragraph 
# sentence 57dcc111
Adolpho	PM	PM.NOM
Ludovico	PM	PM.NOM
Uttini	PM	PM.NOM

# paragraph 
# sentence 57dca379
Adolpho	PM	PM.NOM
Ludovico	PM	PM.NOM
Uttini	PM	PM.NOM
,	MID	MID
född	PC	PC.PRF.UTR.SIN.IND.NOM
i	PP	PP
Stockholm	PM	PM.NOM
,	MID	MID
döpt	PC	PC.PRF.UTR.SIN.IND.NOM
2	RG	RG.NOM
juni	NN	NN.UTR.SIN.IND.NOM
1756	RG	RG.NOM
,	MID	MID
död	NN	NN.UTR.SIN.IND.NOM
20	RG	RG.NOM
februari	NN	NN.UTR.SIN.IND.NOM
1804	RG	RG.NOM
,	MID	MID
var	VB	VB.PRT.AKT
en	DT	DT.UTR.SIN.IND
svensk	JJ	JJ.POS.UTR.SIN.IND.NOM
kontrabasist	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57db5bea
Uttini	PM	PM.NOM
var	VB	VB.PRT.AKT
son	NN	NN.UTR.SIN.IND.NOM
till	PP	PP
hovkapellmästaren	NN	NN.UTR.SIN.DEF.NOM
Francesco	PM	PM.NOM
Antonio	PM	PM.NOM
Uttini	PM	PM.NOM
och	KN	KN
sångerskan	NN	NN.UTR.SIN.DEF.NOM
Rosa	JJ	JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM
Scarlatti	PM	PM.NOM
och	KN	KN
yngre	JJ	JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM
bror	NN	NN.UTR.SIN.IND.NOM
till	PP	PP
dansören	NN	NN.UTR.SIN.DEF.NOM
Carlo	PM	PM.NOM
Uttini	PM	PM.NOM
.	MAD	MAD

# sentence 57d8751f
Han	PN	PN.UTR.SIN.DEF.SUB
var	VB	VB.PRT.AKT
gift	PC	PC.PRF.UTR.SIN.IND.NOM
med	PP	PP
Maria	PM	PM.NOM
Smedberg	PM	PM.NOM
,	MID	MID
vokalist	NN	NN.UTR.SIN.IND.NOM
vid	PP	PP
Operan	PM	PM.NOM
1777-92	RG	RG.NOM
.	MAD	MAD

# sentence 57df8364
Uttini	PM	PM.NOM
anställdes	VB	VB.PRT.SFO
i	PP	PP
Hovkapellet	NN	NN.NEU.SIN.DEF.NOM
som	KN	KN
sextonåring	NN	NN.UTR.SIN.IND.NOM
1772	RG	RG.NOM
där	HA	HA
han	PN	PN.UTR.SIN.DEF.SUB
blev	VB	VB.PRT.AKT
kvar	PL	PL
till	PP	PP
sin	PS	PS.UTR.SIN.DEF
död	NN	NN.UTR.SIN.IND.NOM
1804	RG	RG.NOM
.	MAD	MAD

# text 
# paragraph 
# sentence 57d4d4fa
Adult	PM	PM.NOM
Themes	PM	PM.NOM
for	PM	PM.NOM
Voice	PM	PM.NOM

# paragraph 
# sentence 57df2d5d
Adult	PM	PM.NOM
Themes	PM	PM.NOM
for	PM	PM.NOM
Voice	PM	PM.NOM
är	VB	VB.PRS.AKT
Mike	PM	PM.NOM
Pattons	PM	PM.GEN
första	RO	RO.NOM
soloskiva	NN	NN.UTR.SIN.IND.NOM
och	KN	KN
är	VB	VB.PRS.AKT
en	DT	DT.UTR.SIN.IND
mix	NN	NN.UTR.SIN.IND.NOM
av	PP	PP
olika	JJ	JJ.POS.UTR+NEU.PLU.IND+DEF.NOM
små	JJ	JJ.POS.UTR+NEU.PLU.IND+DEF.NOM
ljudexperiment	NN	NN.NEU.PLU.IND.NOM
som	HP	HP.-.-.-
Patton	PM	PM.NOM
lekt	VB	VB.SUP.AKT
fram	PL	PL
på	PP	PP
sin	PS	PS.UTR.SIN.DEF
portastudio	NN	NN.UTR.SIN.IND.NOM
när	HA	HA
han	PN	PN.UTR.SIN.DEF.SUB
har	VB	VB.PRS.AKT
haft	VB	VB.SUP.AKT
tråkigt	AB	AB.POS
i	PP	PP
olika	JJ	JJ.POS.UTR+NEU.PLU.IND+DEF.NOM
hotellrum	NN	NN.NEU.PLU.IND.NOM
och	KN	KN
dylikt	JJ	JJ.POS.NEU.SIN.IND.NOM
.	MAD	MAD

# sentence 57d8ae59
Skivan	NN	NN.UTR.SIN.DEF.NOM
släpptes	VB	VB.PRT.SFO
den	DT	DT.UTR.SIN.DEF
23	RG	RG.NOM
april	NN	NN.UTR.SIN.IND.NOM
1996	RG	RG.NOM
på	PP	PP
kollegan	NN	NN.UTR.SIN.DEF.NOM
John	PM	PM.NOM
Zorns	PM	PM.GEN
skivbolag	NN	NN.NEU.SIN.IND.NOM
Tzadik	PM	PM.NOM
.	MAD	MAD

# sentence 57d5c4c2
Mike	PM	PM.NOM
Patton	PM	PM.NOM
står	VB	VB.PRS.AKT
själv	JJ	JJ.POS.UTR.SIN.IND.NOM
för	PP	PP
alla	DT	DT.UTR+NEU.PLU.IND+DEF
instrument	NN	NN.NEU.PLU.IND.NOM
(	PAD	PAD
?	MAD	MAD
)	PAD	PAD

# sentence 57dec745
och	KN	KN
sång	NN	NN.UTR.SIN.IND.NOM
.	MAD	MAD

# paragraph 
# sentence 57d6d500
Låtlista	NN	NN.UTR.SIN.IND.NOM

# paragraph 
# sentence 57d93d60
1	RG	RG.NOM
.	MAD	MAD

# sentence 57d787f2
Wuxiapian	NN	NN.UTR.SIN.DEF.NOM
2	RG	RG.NOM
.	MAD	MAD

# sentence 57dd2d65
I	PP	PP
Killed	PM	PM.NOM
Him	PM	PM.NOM
Like	PM	PM.NOM
a	PM	PM.NOM
Dog	PM	PM.NOM
...	MID	MID
And	PM	PM.NOM
He	PM	PM.NOM
Still	PM	PM.NOM
Laughed	PM	PM.NOM
3	RG	RG.NOM
.	MAD	MAD

# sentence 57d52e76
Smog	NN	NN.UTR.SIN.IND.NOM
4	RG	RG.NOM
.	MAD	MAD

# sentence 57d8c846
The	PM	PM.NOM
Man	PM	PM.NOM
in	PM	PM.NOM
the	PM	PM.NOM
Lower	PM	PM.NOM
Left	PM	PM.NOM
Hand	PM	PM.NOM
Corner	PM	PM.NOM
of	PM	PM.NOM
the	PM	PM.NOM
Photograph	PM	PM.NOM
5	RG	RG.NOM
.	MAD	MAD

# sentence 57d531ea
Robit	PM	PM.NOM
Sex	RG	RG.NOM
(	PAD	PAD
Neon	PM	PM.NOM
)	PAD	PAD
6	RG	RG.NOM
.	MAD	MAD

# sentence 57d7358e
Screams	PM	PM.NOM
of	PM	PM.NOM
the	PM	PM.NOM
Asteroid	PM	PM.NOM
7	RG	RG.NOM
.	MAD	MAD

# sentence 57d6891e
Robit	PM	PM.NOM
Sex	RG	RG.NOM
(	PAD	PAD
B	NN	NN.NEU.SIN.IND.NOM
/	MID	MID
W	NN	NN.AN
)	PAD	PAD
8	RG	RG.NOM
.	MAD	MAD

# sentence 57df3a94
Porno	PM	PM.NOM
Holocaust	PM	PM.NOM
9	RG	RG.NOM
.	MAD	MAD

# sentence 57dee56c
Inconsolable	PM	PM.NOM
Widows	PM	PM.NOM
in	PM	PM.NOM
Search	PM	PM.NOM
of	PM	PM.NOM
Distraction	PM	PM.NOM
10	RG	RG.NOM
.	MAD	MAD

# sentence 57d3b31b
Hurry	PM	PM.NOM
Up	PM	PM.NOM
and	PM	PM.NOM
Kill	PM	PM.NOM
Me	PM	PM.NOM
...	MID	MID
I	PP	PP
'	PAD	PAD
m	NN	NN.AN
Cold	PM	PM.NOM
11	RG	RG.NOM
.	MAD	MAD

# sentence 57d4f3bc
Man	PN	PN.UTR.SIN.IND.SUB
Alone	PM	PM.NOM
in	PM	PM.NOM
Steambath	PM	PM.NOM
12	RG	RG.NOM
.	MAD	MAD

# sentence 57dcb455
Guinea	PM	PM.NOM
Pig	PM	PM.NOM
1	RG	RG.NOM
13	RG	RG.NOM
.	MAD	MAD

# sentence 57d6e04b
Guinea	PM	PM.NOM
Pig	PM	PM.NOM
2	RG	RG.NOM
14	RG	RG.NOM
.	MAD	MAD

# sentence 57dc22d5
Guinea	PM	PM.NOM
Pig	PM	PM.NOM
3	RG	RG.NOM
15	RG	RG.NOM
.	MAD	MAD

# sentence 57dd1fd6
Guinea	PM	PM.NOM
Pig	PM	PM.NOM
4	RG	RG.NOM
16	RG	RG.NOM
.	MAD	MAD

# sentence 57dffe82
A	NN	NN.NEU.SIN.IND.NOM
Woman	PM	PM.NOM
With	PM	PM.NOM
the	PM	PM.NOM
Skin	PM	PM.NOM
of	PM	PM.NOM
the	PM	PM.NOM
Moon	PM	PM.NOM
17	RG	RG.NOM
.	MAD	MAD

# sentence 57d5ceab
A	PM	PM.NOM
Lizad	PM	PM.NOM
With	PM	PM.NOM
the	PM	PM.NOM
Skin	PM	PM.NOM
of	PM	PM.NOM
the	PM	PM.NOM
Moon	PM	PM.NOM
18	RG	RG.NOM
.	MAD	MAD

# sentence 57d1abe9
Catheter	NN	NN.UTR.PLU.IND.NOM
19	RG	RG.NOM
.	MAD	MAD

# sentence 57dba60d
Fix	PM	PM.NOM
It	NN	NN.AN
So	PM	PM.NOM
the	PM	PM.NOM
Bruises	PM	PM.NOM
Don	PM	PM.NOM
'	PAD	PAD
t	PM	PM.NOM
Show	PM	PM.NOM
20	RG	RG.NOM
.	MAD	MAD

# sentence 57db7291
Robot	NN	NN.UTR.SIN.IND.NOM
Sex	RG	RG.NOM
(	PAD	PAD
Water	PM	PM.NOM
Colors	PM	PM.NOM
)	PAD	PAD
21	RG	RG.NOM
.	MAD	MAD

# sentence 57d939b8
A	PM	PM.NOM
Ceremony	PM	PM.NOM
of	PM	PM.NOM
Senses	PM	PM.NOM
,	MID	MID
an	PM	PM.NOM
Alibi	PM	PM.NOM
in	PM	PM.NOM
the	PM	PM.NOM
Red	PM	PM.NOM
Light	PM	PM.NOM
District	PM	PM.NOM
22	RG	RG.NOM
.	MAD	MAD

# sentence 57d9cf0a
Butterfly	PM	PM.NOM
in	UO	UO
a	PM	PM.NOM
Glass	PM	PM.NOM
Maze	PM	PM.NOM
23	RG	RG.NOM
.	MAD	MAD

# sentence 57d869a6
Pajama	PM	PM.NOM
Party	PM	PM.NOM
Horror	PM	PM.NOM
24	RG	RG.NOM
.	MAD	MAD

# sentence 57df1bb5
A	PM	PM.NOM
Leper	PM	PM.NOM
With	PM	PM.NOM
the	PM	PM.NOM
Face	PM	PM.NOM
of	PM	PM.NOM
a	PM	PM.NOM
Baby	PM	PM.NOM
Girl	PM	PM.NOM
25	RG	RG.NOM
.	MAD	MAD

# sentence 57d8eb87
The	PM	PM.NOM
One	PM	PM.NOM
Armed	PM	PM.NOM
Vs	PM	PM.NOM
.	MAD	MAD

# sentence 57d8b348
9	RG	RG.NOM
Killers	PM	PM.NOM
26	RG	RG.NOM
.	MAD	MAD

# sentence 57dfc9a0
Pillow	PM	PM.NOM
Bitter	PM	PM.NOM
27	RG	RG.NOM
.	MAD	MAD

# sentence 57d8f161
Raped	PM	PM.NOM
on	PM	PM.NOM
a	PM	PM.NOM
Bed	PM	PM.NOM
of	PM	PM.NOM
Sand	PM	PM.NOM
28	RG	RG.NOM
.	MAD	MAD

# sentence 57d72f5f
Violence	PM	PM.NOM
29	RG	RG.NOM
.	MAD	MAD

# sentence 57d528d5
Red	PM	PM.NOM
Mouth	PM	PM.NOM
,	MID	MID
Black	PM	PM.NOM
Orgasm	PM	PM.NOM
30	RG	RG.NOM
.	MAD	MAD

# sentence 57d90e01
Wuxiapian	NN	NN.UTR.SIN.DEF.NOM
Fantastique	PM	PM.NOM
31	RG	RG.NOM
.	MAD	MAD

# sentence 57d8daab
A	NN	NN.NEU.SIN.IND.NOM
Smile	PM	PM.NOM
,	MID	MID
a	PM	PM.NOM
Slap	PM	PM.NOM
in	PM	PM.NOM
the	PM	PM.NOM
Face	PM	PM.NOM
,	MID	MID
a	PM	PM.NOM
Fart	PM	PM.NOM
,	MID	MID
a	PM	PM.NOM
Kiss	PM	PM.NOM
on	PM	PM.NOM
the	PM	PM.NOM
Mouth	PM	PM.NOM
32	RG	RG.NOM
.	MAD	MAD

# sentence 57da8c0c
Private	PM	PM.NOM
Lessons	PM	PM.NOM
on	PM	PM.NOM
Planet	PM	PM.NOM
Eros	PM	PM.NOM
33	RG	RG.NOM
.	MAD	MAD

# sentence 57d4b0a9
Pneumonia	PM	PM.NOM
With	PM	PM.NOM
Complications	PM	PM.NOM
34	RG	RG.NOM
.	MAD	MAD

# sentence 57dcbda3
Orgy	PM	PM.NOM
in	UO	UO
Reverb	UO	UO
(	PAD	PAD
10	RG	RG.NOM
Kilometers	NN	NN.UTR.PLU.IND.GEN
of	UO	UO
Lust	NN	NN.UTR.SIN.IND.NOM
)	PAD	PAD

# text 
# paragraph 
# sentence 57d54237
Afghanistans	PM	PM.GEN
provinser	NN	NN.UTR.PLU.IND.NOM

# paragraph 
# sentence 57dfff8c
Afghanistan	PM	PM.NOM
är	VB	VB.PRS.AKT
indelat	PC	PC.PRF.NEU.SIN.IND.NOM
i	PP	PP
34	RG	RG.NOM
provinser	NN	NN.UTR.PLU.IND.NOM
(	PAD	PAD
velaya	NN	NN.UTR.SIN.IND.NOM
)	PAD	PAD
.	MAD	MAD

# sentence 57d66ddc
Dessa	PN	PN.UTR+NEU.PLU.DEF.SUB+OBJ
är	VB	VB.PRS.AKT
